Type	Tissue	spemirp.value	spehostp.value	speratiop.value	spemirestimate	spehostestimate	speratioestimate	spemirfulogp	spehostfulogp	speratiofulogp	normirp.value	norhostp.value	norratiop.value	normirestimate	norhostestimate	norratioestimate	normirfulogp	norhostfulogp	norratiofulogp
ENSG00000131914hsa-let-7b-5p	TCGA-PRAD	0.0737027994388605	2.75608967113598e-06	9.50558558647733e-07	-0.0804580787541025	0.208917760147647	-0.218202309581126	-1.13251601610621	5.55970665648647	-6.0220211234969	0.0917222696008589	4.12359296201172e-07	1.99628255017844e-07	-0.0758797598651728	0.22521157071581	-0.231121107113953	-1.03752520750802	6.38472421028392	-6.69977798945202
ENSG00000131914hsa-let-7b-5p	TCGA-READ	0.122800966430767	0.971765133837097	0.331907312918365	-0.122111013386167	0.00281138142371879	-0.0769548727090073	-0.910798215329234	0.0124386871353251	-0.47898317866972	0.11087243789348	0.628966096667027	0.61202348457443	-0.126127646637337	-0.0383650327970849	-0.0402695040826195	-0.955176402980558	-0.201372763819052	-0.213231912780256
ENSG00000131914hsa-let-7b-5p	TCGA-SARC	0.878631644443584	0.000902589362179238	0.0050243848071041	-0.00949751873686883	0.204266455626999	-0.173171304411422	-0.0561931594138045	3.04450978933358	-2.29891710629274	0.280500620533766	0.00117632991628446	0.000624935861316181	-0.0670471414698484	0.199763871839691	-0.210362633863969	-0.552066173644568	2.92947085791336	-3.20416455306525
ENSG00000131914hsa-let-7b-5p	TCGA-SKCM	4.72362351713172e-09	0.028502530986866	0.0109237796543888	-0.271924278031263	-0.103377702482463	-0.120012135792847	-8.3257247238756	-1.54511657350641	-1.96162706867952	4.76509969047484e-14	0.0275576489143738	0.00161079761737927	-0.345686977494569	-0.103998624782526	-0.148432277897111	-13.3219280090718	-1.55975783709347	-2.79295902145336
ENSG00000131914hsa-let-7b-5p	TCGA-STAD	0.135127032616845	2.41604521119018e-06	0.000174610301889155	0.0783577444150673	0.243898696148611	-0.195226173168928	0.869257760216134	5.61689494306965	-3.75793013679524	0.570216330005069	0.000549921224232882	0.00268170276361735	0.0298121512806066	0.179990698993953	-0.156700014392978	0.243960349408989	3.25969951838078	-2.57158936044211
ENSG00000131914hsa-let-7b-5p	TCGA-TGCT	0.00324594850564481	1.44156644725222e-06	0.00571865187130437	-0.23425898120782	-0.374704346939747	0.220303140459294	-2.48865837418684	-5.84116533453842	2.24270634076288	0.00445958735366466	3.52580395709343e-09	4.30164844415288e-06	-0.226531018390543	-0.450773026439125	0.358566376301754	-2.35070532476708	-8.45274183914943	5.3663650855811
ENSG00000131914hsa-let-7b-5p	TCGA-THCA	0.737707143246692	0.000224774953658929	0.00123999898561937	0.0148795531931091	0.162837827963862	-0.142762901149572	0.132116011231059	3.64825208319963	-2.90657867011203	0.903287977546875	0.000359053241739785	0.00174004774842263	0.00539902128975372	0.157568526996046	-0.138465928277293	0.0441737700396891	3.44484114785801	-2.75943883413582
ENSG00000131914hsa-let-7b-5p	TCGA-THYM	0.403422845977531	0.984819561988958	0.468615881004374	-0.0772935283242916	-0.00176280853612272	-0.0670692388147799	-0.394239511177715	-0.00664333337133582	-0.329182997609099	0.525482327587818	0.62823790504271	0.241112444616677	-0.0587727992711398	0.0448382674496609	-0.108283059044386	-0.27944188507846	0.201875863776012	-0.617780373658738
ENSG00000131914hsa-let-7b-5p	TCGA-UCEC	0.909254090132512	0.0016758758825466	0.00357696429095914	-0.00494392804998354	0.135672212960719	-0.125861608858785	-0.0413147366653486	2.77575814890452	-2.44648539541625	0.225660024978129	0.00285231988842358	0.000112660501630592	-0.052518562623546	0.128859948934545	-0.166330829627455	-0.646545368122243	2.54480176984871	-3.94822831936276
ENSG00000131914hsa-let-7b-5p	TCGA-UCS	0.891809178718044	0.406979090493572	0.439216622974331	-0.0185936143761845	0.113002519843453	-0.105455296295925	-0.0497280620984505	0.390427903100414	-0.357321231560219	0.935870734723979	0.155059141447492	0.170972579576678	0.0109998071293187	0.192567265175974	-0.185543479973373	0.0287841331774464	0.809502625020508	-0.767073535768251
ENSG00000131914hsa-let-7b-5p	TCGA-UVM	0.563135726986957	0.810050414252262	0.24969210881445	-0.0656064706269468	0.0272977972189044	-0.130197056843586	-0.249386918865546	0.0914879515531574	-0.602595182728724	0.636669346081412	0.805171334333823	0.457554867332515	-0.0536173756309576	0.0280129024199181	-0.0842343614250811	-0.196086059745354	0.0941116952367466	-0.339556820393165
ENSG00000131914hsa-let-7c-5p	all	4.84572283819515e-18	2.65900539670977e-06	4.28066890755536e-06	-0.0829488932241445	-0.0450464247184253	-0.04410456438096	-17.3146414299189	-5.5752807812247	-5.36848836179017	4.36903879063508e-26	3.48485484011065e-08	4.79232345889507e-08	-0.101137992994745	-0.0528990804421608	-0.0523598182001767	-25.3596140993774	-7.45781530750913	-7.31945387683068
ENSG00000131914hsa-let-7c-5p	TCGA-ACC	0.567923597390073	0.328614585203088	0.16434445117068	-0.0652263121675189	-0.111343254779587	0.15798926365489	-0.245710085880047	-0.48331316478213	0.784244954598093	0.986873351614079	0.468614019821301	0.158596313270623	0.00188103832271021	-0.0827177364670163	0.160142629206241	0.00573857805409791	-0.32918472248266	0.799706912509175
ENSG00000131914hsa-let-7c-5p	TCGA-BLCA	0.391909330552494	0.187875017977976	0.530058538704157	0.042761677678323	0.0657322474983897	-0.0313684943591655	0.406814396743322	0.726130964846896	-0.27567616505524	0.227219806614895	0.0612127876764143	0.0801877399787884	0.0602849605682578	0.093335007226088	-0.087258411739067	0.643553814120209	1.21315784195293	-1.09589202656087
ENSG00000131914hsa-let-7c-5p	TCGA-BRCA	1.11226586832846e-05	0.144760334290316	0.000433067810350579	-0.133266076455117	-0.0444039169250553	-0.106898616931006	-4.9537913896003	-0.839350422660606	-3.36344409589763	5.54849967252534e-07	0.160365046456273	0.000167045882766894	-0.151630938789345	-0.0427476150560943	-0.114299443697536	-6.25582443526116	-0.794890285586719	-3.77716422408843
ENSG00000131914hsa-let-7c-5p	TCGA-CESC	0.326064999770924	0.573999103564089	0.00155725578384937	-0.0563271918977592	0.0322608782541267	-0.180117940189488	-0.486695816410662	0.241088785855464	-2.80764004742496	0.254989919928761	0.316133234432826	0.000802174647115335	-0.0652707266162716	0.0574933184010943	-0.190643360578286	-0.593476987432099	0.500129845280081	-3.09573106809846
ENSG00000131914hsa-let-7c-5p	TCGA-CHOL	0.254882900521706	0.143142503611565	0.383695292143919	-0.194811757962631	-0.248956366670122	0.149645903462915	-0.593659299321489	-0.844231391095958	0.416013529465903	0.430906665387734	0.370686267144631	0.566744579103363	-0.135447040359904	-0.153733970047	0.0987258796326858	-0.365616788068225	-0.430993503028388	0.246612625196603
ENSG00000131914hsa-let-7c-5p	TCGA-COAD	0.0199274440897979	0.144080146453205	0.874019307489939	-0.110816318019604	-0.0696733941792932	-0.00757163017185012	-1.70054840069138	-0.841395858740809	-0.05847897349406	0.0257169599236769	0.326850329590439	0.634476455742558	-0.106213203064735	-0.0467966525044333	-0.0227013074704211	-1.58978037192224	-0.485651072762506	-0.197584489141859
ENSG00000131914hsa-let-7c-5p	TCGA-DLBC	0.173545111826441	0.0622199704552842	0.197130053221606	0.201893168430683	0.274143343581047	-0.191542758603537	0.760587614413777	1.20607019944895	-0.705247160838026	0.566776917756562	0.170147660288141	0.255125414321318	0.0857060352098674	0.203466018468909	-0.169350476263678	0.246587844901426	0.769174018539584	-0.593246276985071
ENSG00000131914hsa-let-7c-5p	TCGA-ESCA	0.247969264158425	0.039335097248966	0.0767294984282995	0.0918611648048652	0.163096129760885	-0.140336690319774	0.605602146728733	1.40521977177839	-1.1150376407219	0.39191873304211	0.103168107098583	0.0679025984528775	0.0681395939274314	0.129310279692144	-0.144704491469649	0.406803977495668	0.98645453770667	-1.16811360610015
ENSG00000131914hsa-let-7c-5p	TCGA-HNSC	0.76445538209977	0.724495380254311	0.264863946045902	-0.0134737954641292	0.0158487822680336	-0.0501079201966079	-0.116647857371788	0.139964379463279	-0.576977154949175	0.633561071726141	0.84380923346832	0.413673781250197	-0.0214353599646326	0.00885984257595086	-0.0367475948159442	-0.198211515215768	0.0737557266166173	-0.383342003927303
ENSG00000131914hsa-let-7c-5p	TCGA-KICH	0.631765912392097	0.61469397160671	0.723822738595198	-0.0605632617254196	-0.0636080761405231	0.0446731364965978	-0.199443810623638	-0.211341046047482	0.14036777783005	0.683656705406781	0.76995607449715	0.961177065631892	-0.0515073034330917	-0.0369768344465601	0.00615699349588952	-0.165161922218265	-0.113534050343942	0.0171966003195979
ENSG00000131914hsa-let-7c-5p	TCGA-KIRC	0.0804172125455492	0.459011531847752	0.00570324814389377	-0.0787357184907237	0.0333908657610877	-0.124207674383418	-1.09465098466592	0.338176403449812	-2.24387773218847	0.198540645502274	0.0294957840363611	4.09226405648068e-06	-0.0579454775128833	0.0979512107452864	-0.20556574382477	-0.702150570460834	1.53024005522836	-5.38803635087079
ENSG00000131914hsa-let-7c-5p	TCGA-KIRP	0.904977505352961	0.852578409537516	0.905942582740696	0.00705259321956145	0.0109784013508163	-0.00698063069226369	0.0433622157367811	0.0692656695043255	-0.0428993263729305	0.697049302378697	0.751110726156292	0.959833992127627	-0.0229970299799058	-0.0187369258182469	0.00297535339660212	-0.156736503116098	-0.124296036079667	0.0178038737700821
ENSG00000131914hsa-let-7c-5p	TCGA-LAML	0.880424258988663	0.193537117481118	0.00384888335846418	0.0125572382944675	0.108218076603368	-0.237804748729912	0.055307999512869	0.713235731568298	-2.41466525012727	0.515166290556975	0.0855568320458919	0.00783608266811679	0.0542886852048134	0.142788900290252	-0.219264790382099	0.288052562387482	1.06774530463416	-2.10590099098797
ENSG00000131914hsa-let-7c-5p	TCGA-LGG	0.213925703150721	0.0616503577359567	0.00462249672768839	-0.0543315466556809	0.0816196324485228	-0.123429763141488	-0.669737031857187	1.21006439899848	-2.33512338761008	0.260862128243382	0.397784626208312	0.0600294934307565	-0.0491584098104016	0.0369798492248768	-0.082132164281384	-0.583588966851403	0.400352005731236	-1.22163532149762
ENSG00000131914hsa-let-7c-5p	TCGA-LIHC	6.30428065053332e-05	0.00371073828190621	0.791754778010712	-0.206461649320691	-0.150504337945828	-0.0137723522962638	-4.20036446140287	-2.43053967532844	-0.10140930710676	1.79499354221581e-05	0.000813346873107052	0.927943596959321	-0.220958880518853	-0.173332409493219	0.00471729298379948	-4.74593710952861	-3.08972419862675	0.0324784206278707
ENSG00000131914hsa-let-7c-5p	TCGA-LUAD	0.00668017205568944	0.361756541438789	0.216687720241649	-0.120796488683819	-0.0407495914650552	-0.0551783473513332	-2.17521235161514	-0.441583607036612	-0.664165699581892	0.000278871600385878	0.802528388376168	0.00110972630657733	-0.161378049934885	-0.0111778098367041	-0.144997812459754	-3.55459571098925	-0.0955395960607128	-2.95478411869059
ENSG00000131914hsa-let-7c-5p	TCGA-LUSC	0.134158952295932	0.0283476533689467	0.0330194841951042	0.0689010140024632	0.10071192237883	-0.0979420160945369	0.872380341978239	1.5474828863689	-1.48122971523342	0.231376672318956	0.0570498070589816	0.0667403630839127	0.0550754558636234	0.0874677907452969	-0.0842843439980615	0.635680429281633	1.24374582001634	-1.17561143500651
ENSG00000131914hsa-let-7c-5p	TCGA-MESO	0.204109614078911	0.440521417900034	0.763289921125665	0.138304704010661	0.0842577127644851	0.0329486008119089	0.690136538433937	0.356032971588655	0.117310472229181	0.23742979154168	0.381708014921153	0.991973840707115	0.12875043417778	0.0955088036685424	0.00110084905942461	0.624464788791675	0.418268720848687	0.00349978045302593
ENSG00000131914hsa-let-7c-5p	TCGA-OV	0.894004921810308	0.290027462157283	0.0414199940011239	-0.00690336081908997	0.0547798998031115	-0.105367505644411	-0.0486600902542233	0.537560877622787	-1.38278996834162	0.164969563393464	0.662884717465795	0.0248494519860573	-0.0718515919238951	0.0225840521422215	-0.115862313304661	-0.782596174995682	0.178561993347505	-1.60468318447816
ENSG00000131914hsa-let-7c-5p	TCGA-PAAD	0.133713712931402	0.439682668828352	0.171587409279475	-0.112836708796687	-0.0582798469123287	-0.102922824279861	-0.873824051638171	-0.356860652825947	-0.765514582927059	0.189604681368496	0.793154009552927	0.203545471036469	-0.098775063270655	-0.0197915197308855	-0.0957595640448768	-0.722150944068592	-0.100642475980154	-0.691338556393165
ENSG00000131914hsa-let-7c-5p	TCGA-PCPG	0.670046968986522	0.17495168192351	0.0577555028440291	0.0317063378770331	0.10070763243082	-0.140536888707599	0.173894753035431	0.757081878007665	-1.23840663064028	0.574151819565669	0.228494186258042	0.171979921415214	0.0418086615142334	0.0894548601842439	-0.101402355803275	0.240973254498324	0.641124845520487	-0.764522253834233
